,rating,brand_name,product_category,parent_category,idx_size,cost_usd,bow
19271,ab,louis vuitton,handbag,bag,pm,797.01,mahina cirrus pm black leather  calf monogram mahina cirrus
19272,b+,louis vuitton,shoulder bag,bag,pm,627.65,mahina solar pm black fabric  canvas monogram mahina solar
19273,ab,louis vuitton,tote bag,bag,15,491.21,monogram sac plat brown fabric  coated canvas monogram sac plat
19274,ab,louis vuitton,satchel,bag,pm,1384.81,monogram retiro pm brown fabric  coated canvas monogram retiro 
19275,ab,louis vuitton,handbag,bag,8,643.59,vernis montana red leather  patent monogram vernis montana
19276,ab,louis vuitton,travel bag,bag,13,369.61,antigua sac weekend beige fabric  canvas lv cup antigua
19277,ab,louis vuitton,handbag,bag,8,1773.35,monogram empreinte pochette metis light pink leather  calf monogram empreinte pochette
19278,ab,louis vuitton,backpack,bag,mini,1793.28,monogram palm springs pm brown fabric  coated canvas monogram palm springs
19291,b+,dior,shoulder bag,bag,10,650.0,dior oblique canvas saddle black fabric  canvas dior oblique saddle
19292,a+,gucci,crossbody bag,bag,mini,550.0,mini guccy crossbody bag pink leather  calf guccy sega crossbody
19293,a+,miu miu,crossbody bag,bag,6,625.0,my miu leather crossbody bag light pink leather  calf my miu crossbody
19294,b+,gucci,shoulder bag,bag,10,120.0,guccissima suede jackie flap bag black leather  suede gg suede jackie
19295,b+,chloe,handbag,bag,7,180.0,leather paddington satchel dark blue leather  calf paddington  
19296,a,fendi,clutch bag,bag,7,440.0,fendi x fila leather logo clutch black leather  calf fendi mania kan
19297,b+,balenciaga,satchel,bag,9,300.0,leather motocross giant city satchel green leather  lambskin motocross city giant
19298,b+,bottega veneta,crossbody bag,bag,5,520.0,intrecciato leather chain crossbody bag gray leather  calf intrecciato crossbody 
19299,a,valentino,tote bag,bag,17,730.0,vltn tote black leather  calf vltn tote 
19300,ab,louis vuitton,shoulder bag,bag,6,320.0,monogram musette tango short strap brown fabric  coated canvas monogram musette tango
19301,b+,balenciaga,satchel,bag,8,300.0,leather motocross classic first satchel orange leather  lambskin motocross classic first
19302,b,gucci,shoulder bag,bag,9,180.0,guccissima leather shoulder bag white leather  calf guccissima new ladies
19303,b,gucci,shoulder bag,bag,10,200.0,guccissima horsebit leather creole shoulder bag dark brown leather  calf guccissima creole shoulder
19304,ab,miu miu,satchel,bag,9,300.0,gathered leather satchel black leather  calf matelasse satchel 
19305,ab,celine,tote bag,bag,15,780.0,small twisted cabas leather tote blue fabric  canvas cabas twisted 
19306,b+,mulberry,satchel,bag,alexa,300.0,leather alexa satchel brown leather  others alexa  
19307,ab,burberry,crossbody bag,bag,6,200.0,haymarket check peyton crossbody bag beige plastic  vinyl haymarket check peyton
19308,ab,celine,satchel,bag,medium,500.0,medium tricolor leather trapeze satchel black leather  calf trapeze tricolor 
19309,b+,balenciaga,messenger bag,bag,14,105.92,motocross classic besace messenger bag brown leather  calf motocross besace 
19310,ab,balenciaga,crossbody bag,bag,6,244.43,papier envelope crossbody bag white leather  calf papier envelope 
19311,ab,balenciaga,backpack,bag,18,1140.65,graffiti explorer leather backpack black leather  calf graffiti explorer 
19312,b+,bottega veneta,small wallets,slg,3,65.18,intrecciato metallic leather wallet silver leather  calf intrecciato coin pouch
19313,ab,bottega veneta,hobo bag,bag,9,268.87,intrecciato leather hobo bag black leather  calf intrecciato hobo 
19314,b+,bvlgari,satchel,bag,11,130.36,metallic leather leoni satchel silver leather  calf leoni  
19315,b+,burberry,shoulder bag,bag,11,97.77,leather shoulder bag black leather  calf calf leather shoulder
19316,b,burberry,shoulder bag,bag,7,97.77,check wool shoulder bag light brown fabric  wool wool shoulder bag
19318,b+,cartier,business bag,bag,10,244.43,panthere leather briefcase black leather  calf panthere business bag
19319,b+,celine,travel bag,bag,15,89.62,macadam travel bag brown plastic  vinyl macadam travel bag
19320,b,celine,tote bag,bag,12,40.74,leather tote bag brown leather  calf calf leather shoulder
19321,ab,celine,coin pouch,slg,3,40.74,macadam coin pouch brown fabric  coated canvas macadam coin purse
19324,ab,chloe,crossbody bag,bag,9,171.1,suede lexa crossbody bag beige leather  suede lexa  
19325,b+,fendi,satchel,bag,medium,374.79,medium leather by the way bag blue leather  calf by the way
19327,b+,ferragamo,shoulder bag,bag,6,89.62,leather shoulder bag brown leather  calf gancini shoulder bag
19329,b,gucci,shoulder bag,bag,10,81.48,gg canvas shoulder bag light brown fabric  canvas gg canvas shoulder
19330,ab,gucci,belt bag,bag,6,195.54,gg canvas belt bag black fabric  canvas gg canvas belt
19331,b+,hermes,tote bag,bag,mm,73.33,fourre tout mm gray fabric  canvas fourre tout 
19334,b+,loewe,hobo bag,bag,9,114.07,suede hobo bag beige leather  suede suede hobo 
19335,b+,loewe,tote bag,bag,4,65.18,fur tote bag brown natural material  fur fur handbag 
19336,ab,louis vuitton,tote bag,bag,pm,692.54,monogram neverfull pm brown canvas  monogram neverfull 
19337,b+,louis vuitton,handbag,bag,9,268.87,monogram trouville brown fabric  coated canvas monogram trouville 
19338,b+,louis vuitton,crossbody bag,bag,9,382.93,monogram amazone brown fabric  coated canvas monogram amazone 
19339,b+,louis vuitton,tote bag,bag,15,244.43,monogram sac plat brown fabric  coated canvas monogram sac plat
19340,b,louis vuitton,travel bag,bag,50,277.02,monogram keepall 50 brown fabric  coated canvas monogram keepall 
19341,b+,louis vuitton,travel bag,bag,45,252.57,monogram sac souple 45 brown fabric  coated canvas monogram sac souple
19342,b+,louis vuitton,shoulder bag,bag,7,317.75,damier ebene tribeca long brown fabric  coated canvas damier ebene tribeca
19343,b,louis vuitton,travel bag,bag,55,219.98,monogram sac souple 55 brown fabric  coated canvas monogram sac souple
19344,b,louis vuitton,tote bag,bag,gm,268.87,vernis bellevue gm dark red leather  patent monogram vernis bellevue
19345,ab,louis vuitton,long wallets,slg,4,228.13,monogram empreinte zippy wallet beige leather  calf monogram empreinte zippy
19346,b+,louis vuitton,handbag,bag,8,448.11,damier ebene berkeley brown fabric  coated canvas damier ebene berkeley
19347,ab,louis vuitton,crossbody bag,bag,8,1507.29,monogram empreinte pochette metis dark blue leather  calf monogram empreinte pochette
19348,b+,mcm,boston bag,bag,7,114.07,visetos leather boston bag brown leather  calf visetos boston 
19349,b,miu miu,satchel,bag,10,81.48,quilted leather satchel beige leather  calf calf leather satchel
19350,b,miu miu,satchel,bag,10,40.74,vitello lux bow satchel pink leather  calf bow vitello lux
19352,b+,prada,boston bag,bag,9,57.03,canvas bowler bag beige fabric  canvas canapa bowler shoulder
19353,ab,fendi,satchel,bag,medium,950.0,leather runaway shopper beige leather  calf runaway  
19354,ab,bottega veneta,hobo bag,bag,11,420.0,intrecciato fringed leather hobo bag dark brown leather  calf intrecciato hobo 
19355,ab,louis vuitton,tote bag,bag,10,1240.47,damier ebene kensington brown fabric  coated canvas damier ebene kensington
19356,b+,louis vuitton,handbag,bag,mm,1068.1,monogram olympe brown fabric  coated canvas monogram olympe aurore
19357,ab,goyard,tote bag,bag,pm,577.95,saint louis pm red fabric  coated canvas goyardine saint louis
19358,ab,louis vuitton,satchel,bag,pm,771.42,monogram turenne pm brown fabric  coated canvas monogram turenne 
19359,b+,louis vuitton,handbag,bag,mm,804.04,monogram olympe brown fabric  coated canvas monogram olympe aurore
19361,b+,ferragamo,handbag,bag,9,600.0,python leather sofia handbag white exotic  snake gancini sofia 
19362,a,balenciaga,clutch bag,bag,9,435.53,shearling logo clutch bag white natural material  fur logo clutch 
19363,b+,balenciaga,satchel,bag,9,203.86,leather motocross classic city satchel light pink leather  lambskin motocross classic city
19364,ab,bottega veneta,tote bag,bag,12,463.33,marco polo tote bag beige fabric  canvas marco polo 
19365,ab,cartier,crossbody bag,bag,8,60.23,must de cartier leather crossbody bag dark red leather  calf must de cartier
19366,b,celine,boston bag,bag,5,37.07,c macadam velour boston bag dark red leather  suede c macadam boston
19367,ab,chanel,shoulder bag,bag,5,1482.65,cambon ligne wallet on chain pink leather  lambskin cambon ligne wallet
19368,ab,dior,backpack,bag,16,509.66,nylon motion backpack dark blue fabric  nylon motion  
19369,b,dior,tote bag,bag,11,324.33,cannage leather tote bag white leather  calf cannage tote 
19370,ab,fendi,small wallets,slg,3,74.13,selleria leather wallet orange leather  calf selleria wallet 
19371,b+,ferragamo,key holder,slg,3,55.6,vara bow leather key holder black leather  calf vara bow key
19373,b,givenchy,shoulder bag,bag,8,60.23,leather shoulder bag black leather  calf calf leather satchel
19374,b+,gucci,handbag,bag,8,101.93,leather handbag black leather  calf charmy shoulder bag
19375,ab,hermes,handbag,bag,mm,833.99,valparaiso mm black fabric  canvas valparaiso  
19381,b+,loewe,crossbody bag,bag,7,55.6,anagram leather crossbody bag black leather  calf anagram crossbody 
19382,a,louis vuitton,small wallets,slg,4,296.53,monogram clemence wallet brown fabric  coated canvas monogram clemence 
19384,ab,louis vuitton,crossbody bag,bag,gm,722.79,monogram cartouchiere gm brown fabric  coated canvas monogram cartouchiere 
19385,a,louis vuitton,key holder,slg,4,185.33,damier graphite 6 key holder black fabric  coated canvas damier graphite key
19386,ab,louis vuitton,shoulder bag,bag,pm,416.99,monogram tikal pm brown fabric  coated canvas monogram tikal 
19387,ab,louis vuitton,crossbody bag,bag,9,416.99,monogram amazone brown fabric  coated canvas monogram amazone 
19388,ab,louis vuitton,pouch,slg,26,203.86,monogram toiletry pouch 26 brown fabric  coated canvas monogram toiletry pouch
19389,ab,louis vuitton,crossbody bag,bag,pm,676.46,monogram odeon pm brown fabric  coated canvas monogram odeon 
19390,b+,louis vuitton,long wallets,slg,4,352.13,monogram zippy wallet brown fabric  coated canvas monogram zippy long
19391,ab,louis vuitton,handbag,bag,9,370.66,monogram trouville brown fabric  coated canvas monogram trouville 
19392,b,louis vuitton,handbag,bag,30,305.8,monogram papillon 30 brown fabric  coated canvas monogram papillon 
19393,b+,louis vuitton,travel bag,bag,pm,463.33,damier ebene greenwich pm brown fabric  coated canvas damier ebene greenwich
19394,b,louis vuitton,shoulder bag,bag,pm,509.66,monogram stresa pm brown fabric  coated canvas monogram stresa 
19395,b+,louis vuitton,pouch,slg,25,194.6,damier ebene trousse toilette pouch brown fabric  coated canvas damier ebene trousse
19396,b,louis vuitton,long wallets,slg,4,46.33,taiga long wallet black leather  calf taiga portefeuille long
19399,ab,valentino,handbag,bag,11,46.33,leather handbag brown leather  calf calf leather handbag
19400,b+,valentino,tote bag,bag,16,83.4,leather bow tote pink leather  calf bow tote 
19401,b+,ysl,handbag,bag,7,74.13,nylon handbag black fabric  nylon nylon handbag 
19405,ab,louis vuitton,tote bag,bag,10,1297.32,taurillon leather pernelle tote bag beige leather  calf taurillon pernelle 
19407,ab,prada,satchel,bag,small,662.52,small saffiano leather lux promenade satchel pink leather  calf saffiano lux promenade
19408,b+,prada,tote bag,bag,small,270.55,tessuto tote bag black leather  calf saffiano lux promenade
19409,ab,prada,satchel,bag,small,653.4,small saffiano leather lux promenade satchel black leather  calf saffiano lux promenade
19410,ab,prada,tote bag,bag,medium,704.45,saffiano leather tote black leather  calf saffiano double 
19411,ab,miu miu,bucket bag,bag,9,624.81,rattan bucket bag pink leather  calf matelasse nappa bucket
19412,b+,fendi,pouch,slg,4,173.56,zucca pouch brown plastic  others zucca pouch 
19414,ab,gucci,tote bag,bag,11,377.75,gg canvas heart bit tote light brown fabric  canvas gg canvas heart
19415,ab,gucci,shoulder bag,bag,10,714.66,gg canvas shoulder bag brown fabric  coated canvas gg supreme satchel
19416,a,gucci,satchel,bag,4,1317.01,python leather satchel multicolor exotic  snake bamboo night 
19417,ab,gucci,satchel,bag,small,814.71,leather bamboo daily satchel purple leather  calf daily  
19418,ab,hermes,shoulder bag,bag,22,3736.63,clemence so kelly 22 beige leather  calf clemence so kelly
19419,ab,hermes,shoulder bag,bag,19,724.87,etriviere canvas shoulder bag beige fabric  canvas etriviere  
19421,b+,bottega veneta,crossbody bag,bag,9,510.47,intrecciato leather crossbody bag black leather  calf intrecciato crossbody 
19422,ab,bottega veneta,crossbody bag,bag,9,439.0,intrecciato leather crossbody bag red leather  calf intrecciato crossbody 
19423,ab,bottega veneta,tote bag,bag,large,634.12,large roma intrecciato tote bag black leather  calf intrecciato roma 
19424,ab,bottega veneta,tote bag,bag,10,816.75,intrecciato leather tote pink leather  lambskin intrecciato tote 
19427,b+,chanel,tote bag,bag,10,755.49,cc leather chain tote black leather  calf cc tote 
19429,a,chanel,shoulder bag,bag,10,1031.15,matelasse patent leather shoulder bag black leather  patent timeless business bag
19430,b+,chanel,handbag,bag,5,1623.29,matelasse lambskin leather handbag black leather  lambskin cc turnlock timeless
19431,b+,chanel,shoulder bag,bag,7,622.77,cc patent leather camera bag black leather  patent cc crossbody 
19432,b,louis vuitton,shoulder bag,bag,10,549.26,damier ebene musette salsa short strap brown fabric  coated canvas damier ebene musette
19433,b+,louis vuitton,business bag,bag,gm,622.77,damier ebene porte-documents voyage brown fabric  coated canvas damier ebene porte-documents
19434,b+,louis vuitton,shoulder bag,bag,pm,1419.1,mahina babylone pm light pink leather  calf monogram mahina babylone
19435,ab,louis vuitton,tote bag,bag,11,1592.66,damier ebene jersey tote brown fabric  coated canvas damier ebene jersey
19436,b+,louis vuitton,tote bag,bag,pm,510.47,monogram cabas sac ambre pm brown plastic  vinyl monogram cabas sac
19437,b+,louis vuitton,handbag,bag,11,755.49,damier ebene nolita brown fabric  coated canvas damier ebene nolita
19438,b+,louis vuitton,hobo bag,bag,11,1153.66,damier ebene caissa hobo brown fabric  coated canvas damier ebene caissa
19439,ab,louis vuitton,crossbody bag,bag,6,1357.85,monogram empreinte junot crossbody bag red leather  calf monogram empreinte junot
19440,b+,ysl,backpack,bag,17,459.42,nylon city foldable backpack black fabric  canvas city  
19448,a,gucci,backpack,bag,16,745.0,gg supreme tian backpack brown fabric  coated canvas gg tian backpack
19449,a,fendi,satchel,bag,medium,450.0,medium leather 2jours satchel red leather  calf 2jours  
19450,ab,ysl,backpack,bag,17,445.0,classic canvas backpack black fabric  canvas canvas backpack 
19451,b+,dior,handbag,bag,8,400.0,metallic suede babe vanity handle bag gold leather  suede babe vanity bag
19452,a,valentino,shoulder bag,bag,6,965.0,rockstud plexi spike shoulder bag white plastic  vinyl rockstud spike 
19453,a,bottega veneta,crossbody bag,bag,7,585.0,intrecciato nodini leather crossbody bag beige leather  calf intrecciato nodini 
19454,a,bottega veneta,crossbody bag,bag,7,585.0,intrecciato nodini leather crossbody bag red leather  calf intrecciato nodini 
19455,b+,louis vuitton,backpack,bag,11,370.0,epi mabillon black epi leather  epi mabillon 
19456,a,burberry,crossbody bag,bag,5,635.0,small horseferry leather lola crossbody bag black leather  calf lola  
19457,a+,burberry,crossbody bag,bag,5,700.0,small horseferry leather lola crossbody bag green leather  calf lola  
19458,ab,chloe,satchel,bag,medium,470.0,medium leather lexa black leather  calf lexa  
19459,b,louis vuitton,handbag,bag,gm,555.0,damier ebene trevi gm brown fabric  coated canvas damier ebene trevi
19460,b+,burberry,handbag,bag,9,150.0,quilted leather manor bag black leather  lambskin manor  
19461,a,alexander mcqueen,satchel,bag,mini,535.0,mini leather tassel heroine satchel black leather  calf heroine  
19462,ab,alexander mcqueen,crossbody bag,bag,7,450.0,studded leather twin skull crossbody bag red leather  calf skull padlock crossbody
19463,ab,alexander mcqueen,clutch bag,bag,7,500.0,embroidered leather knuckle clutch bag white leather  calf knuckle clutch 
19464,b+,prada,satchel,bag,mini,600.0,mini saffiano lux galleria double zip satchel red leather  calf saffiano lux galleria
19465,ab,balenciaga,long wallets,slg,4,135.34,motocross leather wallet brown leather  calf motocross classic wallet
19466,b+,balenciaga,backpack,bag,17,518.02,nylon campaign logo explorer backpack black fabric  nylon campaign explorer 
19467,b+,balenciaga,crossbody bag,bag,xs,532.02,everyday xs camera bag white leather  calf everyday crossbody 
19468,b,balenciaga,crossbody bag,bag,xs,616.02,puppy and kitten everyday camera bag purple leather  calf puppy and kitten
19469,ab,balenciaga,belt bag,bag,7,513.35,explorer nylon belt bag black fabric  nylon explorer  
19470,ab,balenciaga,travel bag,bag,m,597.35,leather carry shopper m blue leather  calf carry shopper 
19472,a,balenciaga,satchel,bag,mini,1166.71,motocross classic mini city graffiti bag gray leather  lambskin graffiti motocross classic
19473,b,celine,crossbody bag,bag,8,373.35,leather horse carriage crossbody bag black leather  calf carriage crossbody 
19474,b+,celine,shoulder bag,bag,14,462.02,silk scarf shoulder bag multicolor fabric  silk scarf  
19475,b+,celine,tote bag,bag,medium,392.01,medium bicolor cabas phantom tote blue leather  calf phantom cabas 
19476,ab,celine,crossbody bag,bag,small,746.69,small trotteur crossbody bag red leather  calf trotteur  
19478,ab,chanel,tote bag,bag,12,1680.06,2018 quilted pvc medium coco splash shopping tote blue plastic  vinyl coco splash 
19479,ab,chanel,crossbody bag,bag,8,2100.08,cc milk carton chain crossbody bag light pink leather  patent cc milk carton
19481,b,chanel,crossbody bag,bag,small,924.03,diana flap suede crossbody bag black leather  suede diana  
19482,ab,dior,long wallets,slg,4,164.27,diorissimo voyageur long wallet black leather  calf diorissimo voyageur wallet
19483,b+,dior,tote bag,bag,12,345.35,cannage panarea tote pink leather  lambskin cannage panarea 
19484,b+,dior,satchel,bag,small,373.35,lady dior suede satchel dark red leather  suede cannage lady dior
19485,ab,dior,satchel,bag,10,448.02,cadillac car saddle bag red leather  calf cadillac car saddle
19486,b,dior,tote bag,bag,large,560.02,cannage patent leather lady dior tote black leather  patent cannage lady dior
19487,ab,dior,backpack,bag,16,513.35,nylon motion backpack yellow fabric  nylon motion  
19488,b+,dior,shoulder bag,bag,6,802.7,dior oblique canvas double saddle blue fabric  canvas dior oblique double
19489,b+,dior,crossbody bag,bag,6,802.7,jadior chain flap bag white leather  calf j'adior dio(r)evolution 
19490,ab,dior,backpack,bag,11,886.7,cannage stardust backpack black leather  lambskin cannage stardust 
19491,b,dior,tote bag,bag,13,1120.04,checkered book tote black fabric  canvas dior book tote
19492,ab,dior,crossbody bag,bag,7,1446.72,jadior diorevolution crossbody bag white leather  calf dio(r)evolution  
19493,a,fendi,bucket bag,bag,mini,653.36,mini mon tresor bucket bag pink leather  calf mon tresor 
19494,a,fendi,crossbody bag,bag,mini,746.69,mini python kan i crossbody bag black exotic  snake kan i 
19495,b+,fendi,pouch,slg,4,51.34,zucchino canvas pouch light brown plastic  vinyl zucchino pouch 
19497,b+,fendi,tote bag,bag,11,410.68,zucca quilted canvas roll tote brown fabric  coated canvas spalmati zucca roll
19498,b,gucci,crossbody bag,bag,7,168.01,gg supreme crossbody bag beige plastic  vinyl gg supreme crossbody
19499,b+,gucci,crossbody bag,bag,11,214.67,gg canvas crossbody bag light brown fabric  canvas gg canvas crossbody
19500,b+,gucci,tote bag,bag,13,242.68,gg canvas bamboo handbag brown fabric  canvas bamboo gg canvas
19501,ab,gucci,clutch bag,bag,8,261.34,guccy moon and stars clutch bag white leather  calf guccy sega clutch
19502,a,gucci,crossbody bag,bag,mini,457.35,gg supreme blooms crossbody bag red fabric  coated canvas gg blooms crossbody
19503,b+,gucci,backpack,bag,10,616.02,gg marmont denim backpack blue fabric  denim gg marmont backpack
19504,ab,gucci,bucket bag,bag,small,765.36,small ophidia suede bucket bag black leather  suede ophidia bucket 
19505,ab,gucci,long wallets,slg,4,186.67,swing leather continental wallet dark blue leather  calf swing  
19506,ab,gucci,long wallets,slg,5,336.01,betty leather wallet on chain light pink leather  calf betty  
19507,a,gucci,long wallets,slg,4,392.01,signature ny yankees wallet pink leather  calf guccissima yankees wallet
19508,a,gucci,long wallets,slg,5,420.02,gg supreme blooms wallet on chain brown fabric  coated canvas gg blooms wallet
19509,ab,gucci,long wallets,slg,5,476.02,xl leather wallet on chain red leather  calf xl wallet on
19510,b+,hermes,shoulder bag,bag,23,3360.12,box calf constance 23 black leather  calf constance  
19513,b+,hermes,clutch bag,bag,34,700.03,toile jige 29 beige fabric  canvas jige  
19514,b+,hermes,shoulder bag,bag,32,625.36,togo massai pm dark brown leather  calf togo maasai 
19515,b+,hermes,crossbody bag,bag,pm,1586.72,clemence evelyne iii pm blue leather  calf clemence evelyne iii
19516,b+,hermes,crossbody bag,bag,pm,1446.72,clemence evelyne iii pm white leather  calf clemence evelyne iii
19517,b,hermes,crossbody bag,bag,tpm,746.69,clemence evelyne tpm beige leather  calf clemence evelyne i
19518,b+,hermes,crossbody bag,bag,pm,1026.7,courchevel evelyne ii pm black leather  calf evelyne ii 
19519,b+,hermes,backpack,bag,22,513.35,sac soie cool 22 multicolor fabric  silk sac soie cool
19520,b+,hermes,shoulder bag,bag,5,504.02,denim doremi blue fabric  denim doremi  
19525,b+,loewe,tote bag,bag,12,317.34,raffia basket tote bag beige natural material  raffia raffia tote 
19526,b,louis vuitton,business bag,bag,16,298.68,epi serviette ambassadeur black leather  calf epi serviette ambassadeur
19527,b+,louis vuitton,clutch bag,bag,8,392.01,damier azur americas cup pochette voyage white fabric  coated canvas damier azur americas
19528,b+,louis vuitton,crossbody bag,bag,11,476.02,utah reporter dark brown leather  calf utah reporter 
19529,b+,louis vuitton,travel bag,bag,24,466.68,monogram alize 24 heures brown fabric  coated canvas monogram alize 24
19530,ab,louis vuitton,crossbody bag,bag,pm,578.69,vernis bellflower pm purple leather  patent monogram vernis bellflower
19531,ab,louis vuitton,clutch bag,bag,mm,532.02,taiga pochette voyage mm black leather  calf taiga pochette voyage
19532,b+,louis vuitton,clutch bag,bag,10,868.03,monogram pochette a4 brown fabric  coated canvas monogram a4 pouch
19533,ab,louis vuitton,satchel,bag,11,1082.71,damier azur girolata white fabric  coated canvas damier azur girolata
19534,b+,louis vuitton,crossbody bag,bag,8,1306.71,monogram pochette metis brown fabric  coated canvas monogram pochette metis
19535,ab,louis vuitton,crossbody bag,bag,6,1260.05,monogram reverse pochette column brown fabric  coated canvas monogram reverse column
19536,b+,louis vuitton,satchel,bag,9,1381.38,monogram venus red fabric  coated canvas monogram venus 
19537,b+,louis vuitton,travel bag,bag,14,1446.72,vachetta president classeur briefcase orange leather  calf president classeur 
19538,ab,louis vuitton,backpack,bag,mini,1680.06,mini metallic lockme backpack gold leather  calf lockme backpack 
19539,a,louis vuitton,tote bag,bag,17,1736.06,monogram split pacific tote brown fabric  coated canvas monogram split pacific
19540,ab,louis vuitton,crossbody bag,bag,7,2053.41,monogram soft trunk brown fabric  coated canvas 2019 monogram soft
19541,a,louis vuitton,satchel,bag,mm,2333.42,monogram steamer pm brown fabric  coated canvas 2019 monogram steamer
19542,a,louis vuitton,tote bag,bag,mm,2492.09,monogram jungle giant neverfull mm white fabric  coated canvas monogram giant jungle
19546,b+,prada,baguette,bag,6,130.67,tessuto baguette black fabric  nylon tessuto baguette 
19547,b+,prada,crossbody bag,bag,5,158.67,gaufre leather crossbody bag beige leather  lambskin gaufre nappa satchel
19548,b,prada,handbag,bag,6,214.67,patent leather twin pocket handbag pink leather  patent vernice double zip
19549,b+,prada,crossbody bag,bag,3,280.01,mini sybille crossbody bag white leather  calf sybille  
19550,b+,prada,satchel,bag,8,415.35,leather twin pocket satchel pink leather  calf twin pocket 
19551,b+,prada,satchel,bag,9,326.68,vitello daino phenix satchel white leather  calf vitello phenix satchel
19552,b+,prada,handbag,bag,7,466.68,saffiano lux galleria satchel pink leather  patent saffiano vernice double
19553,ab,prada,crossbody bag,bag,small,620.69,saffiano esplanade crossbody bag pink leather  calf saffiano esplanade 
19554,ab,prada,tote bag,bag,8,494.68,velluto impuntu embroidered satchel black fabric  velour impuntu velluto ricamo
19555,ab,prada,crossbody bag,bag,9,494.68,vitello daino crossbody bag light brown leather  calf vitello daino crossbody
19556,ab,valentino,tote bag,bag,13,690.69,vltn grand plage tote bag beige fabric  canvas rockstud vltn tote
19557,ab,valentino,backpack,bag,8,513.35,rockstud leather backpack white leather  calf rockstud backpack 
19558,ab,valentino,backpack,bag,11,424.68,tie dye nylon backpack multicolor fabric  nylon tie dye backpack
19559,b+,ysl,clutch bag,bag,8,172.67,leather clutch bag black leather  calf poncho lux stars
19563,ab,ysl,tote bag,bag,17,434.02,canvas beach tote black fabric  canvas canvas tote 
19564,ab,ysl,travel bag,bag,15,494.68,croc embossed convertible id travel bag black leather  calf calf leather travel
19566,b+,ysl,satchel,bag,small,560.02,small leopard print cabas rive gauche satchel brown natural material  pony hair cabas rive gauche
19573,ab,bottega veneta,clutch bag,bag,6,168.01,intrecciato leather clutch bag light pink leather  calf intrecciato clutch 
19574,b+,bottega veneta,tote bag,bag,11,261.34,resina python tote bag light brown exotic  snake resina tote 
19575,b+,bottega veneta,satchel,bag,13,420.02,intrecciato leather satchel black leather  calf intrecciato satchel 
19576,b+,bottega veneta,satchel,bag,8,541.35,intrecciato roma satchel blue leather  calf intrecciato roma 
19577,ab,bottega veneta,crossbody bag,bag,10,429.35,intrecciato leather crossbody bag black leather  calf intrecciato crossbody 
19578,b+,bottega veneta,crossbody bag,bag,13,326.68,intrecciato leather crossbody bag brown leather  calf intrecciato crossbody 
19579,b,bottega veneta,crossbody bag,bag,10,359.35,intrecciato leather crossbody bag gray leather  calf intrecciato crossbody 
19580,b+,bottega veneta,business bag,bag,12,476.02,intrecciato vn briefcase black leather  calf intrecciato business bag
19581,b+,bottega veneta,hobo bag,bag,8,345.35,intrecciato campana hobo bag pink leather  calf intrecciato campana 
19582,ab,bottega veneta,hobo bag,bag,10,401.35,intrecciato leather hobo bag black leather  calf intrecciato hobo 
19583,b,bottega veneta,hobo bag,bag,10,420.02,intrecciato campana hobo bag dark brown leather  calf intrecciato campana 
19584,b,bottega veneta,hobo bag,bag,11,382.68,intrecciato leather hobo bag purple leather  calf intrecciato hobo 
19585,b+,prada,hobo bag,bag,13,242.68,vitello daino hobo bag brown leather  calf vitello daino hobo
19586,b+,louis vuitton,backpack,bag,mm,599.57,monogram montsouris mm brown fabric  coated canvas monogram montsouris 
19587,b+,louis vuitton,backpack,bag,gm,710.15,monogram montsouris gm brown fabric  coated canvas monogram montsouris 
19588,ab,louis vuitton,shoulder bag,bag,mm,385.51,epi figari mm black leather  calf epi figari 
19589,ab,louis vuitton,shoulder bag,bag,mm,423.05,monogram cite mm brown fabric  coated canvas monogram cite 
19590,ab,louis vuitton,handbag,bag,pm,423.05,monogram ellipse pm brown fabric  coated canvas monogram ellipse 
19591,ab,louis vuitton,handbag,bag,mm,451.91,monogram cite mm brown fabric  coated canvas monogram cite 
19592,ab,louis vuitton,baguette,bag,6,387.54,monogram mat fowler purple leather  calf monogram mat fowler
19593,ab,louis vuitton,travel bag,bag,pm,923.2,damier ebene greenwich pm brown fabric  coated canvas damier ebene greenwich
19594,b+,louis vuitton,handbag,bag,pm,365.22,vernis bellevue pm red leather  patent monogram vernis bellevue
19595,b+,louis vuitton,handbag,bag,pm,405.8,vernis bellevue pm brown leather  patent monogram vernis bellevue
19596,ab,louis vuitton,shoulder bag,bag,11,616.62,monogram amfar 3 brown fabric  coated canvas monogram amfar three
19597,ab,louis vuitton,shoulder bag,bag,12,412.21,monogram glace alston black leather  calf monogram glace alston
19599,ab,louis vuitton,other slg,slg,pm,162.32,monogram agenda pm brown fabric  coated canvas monogram agenda 
19602,b,louis vuitton,handbag,bag,pm,608.7,damier ebene belem pm brown fabric  coated canvas damier ebene belem
19603,ab,louis vuitton,backpack,bag,12,1420.3,damier azur sperone white fabric  coated canvas damier azur sperone
19604,ab,louis vuitton,clutch bag,bag,7,243.48,taiga pochette baikal black leather  calf taiga pochette baikal
19605,ab,louis vuitton,belt bag,bag,7,923.2,damier graphite ambler gray fabric  coated canvas damier graphite ambler
19606,ab,louis vuitton,travel bag,bag,pm,923.2,damier ebene greenwich pm brown fabric  coated canvas damier ebene greenwich
19607,ab,louis vuitton,travel bag,bag,pm,862.33,damier ebene greenwich pm brown fabric  coated canvas damier ebene greenwich
